9922,0
9927,1
9931,2
9932,0
9934,0
9935,1
9936,0
9937,1
9938,0
9939,2
9940,2
9941,1
9942,0
9945,1
9946,2
9948,1
9949,2
9952,0
9953,0
9954,1
9957,0
9958,0
9960,0
9966,0
9969,0
9971,0
9972,0
9975,2
9977,2
9978,0
9979,2
9981,2
9982,0
9984,1
9987,2
9989,1
9990,2
9994,1
9997,1
9998,0
9999,0
10001,1
10002,0
10004,2
10006,0
10008,1
10010,1
10011,0
10015,0
10018,1
10020,2
10021,1
10024,0
10025,0
10028,2
10030,1
10031,0
10032,1
10033,0
10034,0
10035,0
10036,0
10037,2
10038,1
10039,2
10043,0
10046,1
10048,2
10052,0
10055,0
10058,2
10065,2
10066,0
10067,2
10068,0
10069,2
10071,1
10072,1
10076,0
10080,0
10081,0
10082,2
10083,1
10084,2
10085,2
10086,0
10088,0
10094,0
10096,2
10097,0
10098,1
10101,2
10102,0
10105,1
10109,1
10110,1
10112,1
10113,2
10119,1
10120,1
10123,0
10124,1
10125,0
10126,2
10128,0
10133,1
10135,1
10136,0
10139,0
10141,2
10143,1
10144,0
10145,2
10146,0
10151,0
10154,2
10156,2
10157,2
10159,2
10160,2
10162,1
10163,1
10165,2
10167,1
10178,0
10180,2
10184,1
10187,1
10189,1
10192,0
10193,2
10194,2
10197,0
10198,2
10201,1
10202,1
10204,1
10206,1
10208,2
10211,0
10213,2
10219,2
10221,1
10223,2
10225,1
10227,1
10229,2
10230,2
10231,2
10234,0
10236,0
10238,2
10241,2
10242,1
10243,1
10244,1
10245,2
10247,0
10249,1
10250,1
10252,0
10257,0
10258,1
10259,2
10260,2
10264,0
10265,1
10267,0
10268,2
10275,0
10278,0
10280,1
10283,1
10291,2
10293,1
10295,2
10296,0
10301,2
10305,1
10307,1
10309,1
10310,2
10314,0
10317,1
10318,0
10319,2
10324,0
10331,1
10332,0
10343,1
10344,0
10345,2
10347,0
10355,0
10356,0
10364,2
10371,2
10372,0
10373,1
10374,0
10377,1
10378,0
10380,2
10386,1
10389,1
10390,2
10393,2
10395,1
10397,2
10400,0
10401,0
10402,1
10406,2
10412,0
10414,0
10419,0
10420,1
10421,2
10422,0
10430,2
10444,1
10469,0
10472,2
10473,2
10476,2
10482,0
10491,0
10492,0
10498,0
10499,0
10501,0
10503,0
10519,2
10527,1
10528,2
10536,0
10537,2
10538,2
10540,0
10541,2
10544,1
10549,0
10551,2
10573,2
10596,0
10601,1
10604,0
10608,1
10626,1
10639,1
10640,0
10644,0
10665,1
10676,2
10679,0
10680,0
