7056,1
7057,2
7060,1
7061,2
7062,2
7142,0
7146,0
7148,2
7180,0
7181,2
7202,1
7203,0
7204,2
7206,2
7207,1
7211,1
7212,2
7232,2
7234,2
7235,0
7247,2
7248,1
7249,1
7253,1
7260,1
7261,1
7263,2
7265,0
7267,1
7308,0
7309,1
7315,0
7316,1
7317,0
7320,2
7321,1
7322,1
7325,0
7749,2
7750,1
7753,0
7755,0
7756,2
7763,2
7815,1
7852,0
7854,2
7856,2
7857,2
7861,1
7920,2
7934,0
7938,0
7939,1
7940,2
7942,1
7964,1
8080,0
8082,2
8096,1
8097,1
8108,0
8111,2
8112,1
8113,2
8127,0
8128,2
8129,0
8131,2
8133,2
8134,0
8139,1
8157,2
8158,0
8159,2
8160,1
8162,0
8163,0
8165,0
8166,1
8171,0
8204,0
8205,0
8207,0
8208,2
8210,0
8211,0
8212,0
8214,1
8215,2
8216,1
8234,0
8240,2
8243,0
8245,0
8246,1
8248,2
8252,1
8253,1
8254,2
8259,0
8263,1
8264,1
8265,2
8266,1
8267,2
8269,1
8274,2
8275,0
8281,0
8282,0
8284,0
8315,1
8652,2
8671,2
8688,0
8712,0
8726,0
8731,1
8738,2
8741,1
8744,1
8745,2
8748,0
8753,0
8755,0
8757,0
8758,0
8762,2
8764,2
8765,0
8768,0
8772,1
8777,1
8779,2
8784,1
8786,2
8787,2
8791,0
8793,0
8794,1
8831,0
8842,2
8843,1
8844,2
8860,1
8861,0
8862,1
8864,0
8865,2
8869,2
8897,1
8898,0
8900,1
8901,0
8902,1
8926,1
8930,1
8931,2
8935,2
8937,1
8938,2
8939,0
8973,2
8978,0
8979,2
8981,2
8982,1
8983,2
9016,2
9020,2
9021,2
9064,2
9065,1
9073,1
9075,2
9076,1
9079,1
9096,2
9097,2
9098,1
9102,0
9104,1
9107,2
9111,1
9113,2
9114,1
9116,1
9119,0
9123,0
9125,2
9128,2
9130,0
9131,1
9134,2
9137,1
9138,0
9140,2
9147,0
9151,2
9154,1
9158,1
9166,1
9170,2
9174,0
9175,0
9176,2
9180,0
9181,0
9188,1
9189,2
9191,2
9193,0
9194,1
9195,1
9203,1
9204,2
9206,0
9211,1
9215,2
9220,1
9222,2
9223,2
9225,0
9226,2
9237,2
9238,0
9245,0
9246,2
9249,2
9251,1
9254,2
9258,0
9263,0
9266,2
9270,0
9273,0
9275,0
9279,2
9280,1
9282,1
9283,1
9284,2
9285,0
9286,0
9291,1
9297,2
9299,2
9308,0
9309,1
9315,0
9316,1
9319,2
9320,1
9322,2
9323,1
9327,0
9328,1
9329,1
9332,2
9333,1
9336,0
9338,2
9339,1
9342,2
9343,0
9344,1
9345,0
9346,0
9357,1
9361,2
9364,0
9365,1
9373,0
9374,1
9377,0
9379,2
9380,1
9381,0
9382,1
9384,2
9387,0
9389,0
9399,1
9400,1
9401,0
9403,1
9404,0
9407,0
9408,0
9417,1
9419,2
9420,0
9421,1
9422,2
9426,0
9429,2
9430,2
9432,0
9435,2
9436,2
9437,1
9438,1
9439,1
9440,0
9441,0
9442,1
9443,1
9444,1
9447,1
9449,0
9455,2
9457,1
9459,2
9460,2
9461,0
9462,2
9472,1
9476,2
9478,0
9480,2
9481,1
9482,1
9483,2
9484,0
9486,2
9488,0
9489,1
9490,0
9495,1
9496,1
9497,2
9502,2
9503,1
9504,0
9506,1
9507,0
9508,2
9509,2
9512,2
9514,1
9515,1
9518,2
9520,1
9521,1
9525,0
9528,2
9530,2
9534,1
9535,0
9536,2
9538,0
9540,0
9541,2
9547,1
9551,0
9552,1
9554,2
9558,0
9562,2
9563,0
9566,0
9570,0
9571,0
9573,2
9574,2
9575,0
9576,0
9577,0
9578,2
9579,1
9584,2
9587,2
9595,2
9597,1
9598,1
9599,2
9600,1
9602,1
9603,0
9609,0
9610,2
9611,0
9615,2
9619,2
9621,1
9626,2
9628,2
9632,0
9633,0
9634,1
9644,0
9650,1
9651,2
9652,2
9653,1
9654,0
9656,0
9659,1
9660,2
9663,2
9665,1
9667,1
9669,0
9671,1
9672,1
9676,1
9681,0
9682,1
9684,0
9685,1
9687,1
9688,2
9689,0
9690,0
9694,2
9695,0
9701,1
9704,0
9707,0
9708,0
9709,0
9711,1
9712,1
9713,0
9715,0
9717,2
9719,2
9722,1
9723,1
9724,0
9728,0
9729,0
9730,2
9731,2
9734,1
9737,0
9739,0
9740,1
9742,0
9743,0
9747,0
9748,1
9749,0
9752,1
9753,0
9754,1
9759,2
9760,2
9761,1
9772,2
9775,1
9777,1
9778,0
9779,1
9781,0
9782,2
9783,1
9785,2
9786,2
9787,1
9797,1
9798,0
9799,2
9801,1
9802,2
9805,0
9807,1
9809,1
9813,1
9814,0
9815,2
9816,2
9818,0
9821,1
9824,2
9828,0
9831,2
9833,2
9834,2
9835,1
9841,1
9848,0
9850,2
9853,1
9854,2
9855,2
9857,2
9861,2
9862,0
9863,1
9864,1
9865,0
9866,2
9870,0
9871,2
9872,0
9874,2
9875,2
9880,1
9888,1
9889,0
9890,0
9891,0
9892,2
9893,1
9894,2
9898,1
9900,2
9905,2
9907,2
9908,1
9913,0
9914,2
9916,2
9918,1
9922,1
9927,1
9932,2
9934,2
9935,0
9936,1
9937,2
9938,1
9939,0
9940,2
9941,2
9942,0
9945,0
9946,1
9948,2
9949,1
9952,1
9953,2
9954,2
9957,1
9958,0
9960,0
9966,2
9969,1
9971,0
9972,0
9975,0
9977,2
9978,2
9979,2
9981,0
9982,2
9984,0
9987,0
9989,1
9990,1
9994,0
9997,1
9998,0
9999,2
10001,2
10002,0
10004,1
10006,2
10008,1
10010,2
10011,0
10015,1
10018,1
10020,1
10021,2
10024,1
10025,0
10028,0
10030,1
10031,1
10032,0
10033,2
10034,0
10035,1
10036,1
10037,0
10038,1
10039,2
10043,2
10046,0
10048,2
10052,0
10055,2
10058,0
10065,2
10066,2
10067,1
10068,0
10069,0
10071,2
10072,1
10076,0
10081,0
10082,0
10083,0
10084,1
10085,0
10086,1
10088,1
10094,2
10096,0
10097,2
10098,1
10101,1
10102,0
10105,0
10109,0
10110,1
10112,2
10113,0
10119,0
10120,1
10123,2
10124,1
10125,0
10126,2
10128,2
10133,1
10135,1
10136,2
10139,2
10141,0
10143,0
10144,2
10145,2
10146,0
10154,1
10156,1
10157,2
10159,2
10160,1
10162,0
10163,1
10165,0
10167,1
10178,0
10180,0
10184,1
10187,0
10189,2
10192,0
10193,2
10194,1
10197,0
10198,1
10201,2
10202,1
10204,0
10206,2
10208,2
10211,2
10213,0
10219,2
10221,0
10223,2
10225,1
10227,1
10229,0
10230,0
10231,1
10234,2
10236,1
10238,2
10241,0
10242,1
10243,1
10244,2
10245,2
10247,0
10249,2
10250,1
10252,2
10257,0
10258,1
10259,0
10260,2
10264,1
10265,2
10267,0
10268,0
10275,1
10278,1
10280,0
10283,1
10291,1
10293,1
10295,1
10296,2
10305,0
10307,1
10309,1
10310,0
10314,1
10317,0
10318,0
10319,1
10324,1
10331,2
10332,2
10343,2
10344,2
10345,1
10347,0
10355,1
10356,0
10364,2
10371,1
10373,2
10374,0
10377,1
10378,0
10380,0
10386,2
10389,1
10390,1
10393,1
10395,2
10397,2
10400,0
10401,2
10402,1
10406,2
10412,1
10414,2
10419,0
10420,2
10421,1
10422,1
10430,0
